id,station,state,city,country,address,type,latitude,longitude,company,status,create_at,update_at
1196,"Vikarsh Nano technology, Dhangarwadi",Maharashtra,Satara,India,"Vikarsh Nano technology & Alloys pvt ltd, Gat No 273&274, Dhangarwadi village Tal- Khandala, Shirwal Dist- Satara 412801",7,18.11289,73.98985,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1197,"Oberai Motors,  ISBT Rd",Uttarakhand,Dehradun,India,"Near, ISBT Chowk, Shimla Bypass Rd, Majra, Dehradun, Uttarakhand 248001",7,30.289739,77.998788,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1198,"IOCL - COCO ALE 101, Mohabbatpur","Uttar Pradesh",Mainpuri,India,"IndianOil Petrol pump at Km Stone 101.2 LHS Village Mohabbatpur Tehsil karhal Distt Mainpuri - 205268",7,26.968708,79.019513,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1199,"IOCL - COCO WRD, Agarkar Nagar",Maharashtra,Pune,India,"Agarkar Nagar, Pune, Maharashtra 411001",7,18.5269679,73.8655123,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1200,"MIDAS Auto, Industrial Area",Uttarakhand,Haridwar,India,"No E17 Old, Industrial Area, Haridwar, Uttarakhand 249401",7,29.942456,78.144234,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1201,"Matsya Amazon Kitchens, Kurnool Rd","Andhra Pradesh",Kurnool,India,"NH 44; Bangalore - Hyderabad  highway, Kurnool Rd, Andhra Pradesh 518216",7,15.576915,77.93704,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1202,"Uniworld City, New Town","West Bengal",Kolkata,India,"Uniworld City, Newtown, New Town, West Bengal 700156",7,22.561997,88.492903,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1203,"Hotel Grand Leela Krishna, Bhimavaram","Andhra Pradesh",Bhimavaram,India,"Undi Rd, Balusumoodi, Bhimavaram, Andhra Pradesh 534202",7,16.5451748,81.5199403,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1204,"Jadhav Solar & Automotives, Badnera",Maharashtra,Amravati,India,"Jadhav Solar & Automotives Pvt.  Ltd., Jadhav E-Vehicles, Ground floor, Rangoli Pearl Hotel, Nawathe Square, Badnera Road, Amravati, MH- 444607",7,20.909443,77.7522447,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1205,"IOCL - SUJIT AUTOMOBILES, Bangalore-Kanyakumari Road",Maharashtra,Butibori,India,"Bangalore - Salem - Madurai - Kanyakumari Road, Butibori, Maharashtra 441108",7,20.92258656,78.99986387,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1206,"Hotel Sanskruti , Trambakeshwar Rd",Maharashtra,Nashik,India,"Trambakeshwar Rd, Belgaon Dhaga, Nashik, Maharashtra 422007",7,19.973146,73.68105,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1207,"RKL TML Showroom, Sec 9 GIDA","Uttar Pradesh",Gorakhpur,India,"AL -4A, Sector 9 GIDA , Gorakhpur, Uttar Pradesh- 273209",7,26.743642,84.263369,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1208,"Datson Electronics, Gorhe",Maharashtra,Pune,India,"M/s. Datson Electronics pvt ltd Gat.No.30. Sinhagad Road , Gorhe Budruk .Tal- Haveli Next To Savali Resort , Off Sinhagad Road . Village Gorhe . Pune - 411025",7,18.423343,73.754875,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1209,"Ace Kudale Cycles, Manjri  Bk",Maharashtra,Pune,India,"Manjri Bk, Pune, Maharashtra 412307",7,18.4957722,73.97893593,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1210,"Hotel Dreamland, ST Main Market Mahabaleshwar",Maharashtra,Mahabaleshwar,India,"BUS STAND, MAIN MARKET, behind S.T, Mahabaleshwar, Maharashtra 412806",7,17.92564438,73.65552014,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1211,"ARDEE MALL, Sec 52 Gurgaon","Delhi NCR",Gurgaon,India,"Ardee City Road, Sector 52, Gurgaon-122022",7,28.444672,77.08082,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1212,"Hotel Baba Ramdev, Sirohi",Rajasthan,Sirohi,India,"Hotel Baba Ramdev Campus, Nh. 62, near Paladi (m), Vera Vilpur, Sirohi, Rajasthan 307043",7,24.973775,72.895964,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1213,"Hare Krishna Mahindra, Mulund West",Maharashtra,Mumbai,India,"Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",7,19.163979,72.938751,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1214,"Brookfield, Powai",Maharashtra,Mumbai,India,"Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",7,19.11637,72.91086,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1215,"Brookfield, Powai",Maharashtra,Mumbai,India,"Pay & Park, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",7,19.11644,72.90968,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1216,"MG Ranchi, Line Tank Road",Jharkhand,Ranchi,India,"Near Firayalals Pulsar Plaza, Line Tank Rd, Ranchi, Jharkhand 834001",7,23.371745,85.326113,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1217,"MG Bhubaneswar, NH 16",Odisha,Bhubaneswar,India,"Plot No. 86/88, Near Apex Institute of Technology & Management, Pahala, NH-16, Bhubaneswar, Odisha-752101",7,20.352134,85.8903743,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1218,"Ginger Nashik , Satpur Colony",Maharashtra,Nashik,India,"Plot No P 20 (Part), Satpur MIDC Near Satpur MIDC Police Station (Near Bank of India, Branch Nashik, Trimbakeshwar Rd, MIDC, Satpur Colony, Nashik, Maharashtra 422007",7,19.991881,73.743904,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1219,"TML- Sterling Motors , Renuka Nagar",Maharashtra,Nashik,India,"PB No 033, Old Agra Rd, Gadkari Chowk, Renuka Nagar, Nashik, Maharashtra 422001",7,19.9932,73.783133,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1220,"Satish Motors, Wanjarwadi",Maharashtra,Aurangabad,India,"Plot No72/1 Saharanpur, Wanjarwadi Aurangabad 431002",7,19.911983,75.232932,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1221,"Heritage Motors, Ghodbunder",Maharashtra,Thane,India,"Rosa Vista, MH SH 42, opp. Suraj Water Park, Thane, Maharashtra 400607",7,19.25612,72.97145,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1222,"IOCL Karari Fuels, NH 44 Kishangarh",PUNJAB,Kisangarh,India,"NH 44, Kishangarh chownk, Jalandhar - Pathankot Rd, Punjab 144301",7,31.431348,75.620357,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1223,"IOCL Royal Petro, NH 44",Haryana,Karnal,India,"NH 44, Near The Royal Paradise Resort , Karnal- 132001",7,29.731581,76.976511,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1224,"Smile Stone Motels, Kamargaon",Maharashtra,Ahmednagar,India,"76/B, Nagar-Pune Road, Kamargaon, Ahmednagar,Maharashtra-411005",7,18.9852363,74.5760075,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1225,"IOCL COCO u00e2u0080u0093 Central Jail RO, Rambagh","Madhya Pradesh",Indore,India,"Snehlataganj, Indore, Madhya Pradesh 452003",7,22.335789,73.173794,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1226,"IOCL - Vrindavan Fuels, Mangal Nagar,Manikbagh","Madhya Pradesh",Indore,India,"Manikbagh, Mangal Nagar, Indore, Madhya Pradesh 452014",7,22.6848351,75.8558249,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1227,"Chandrani Enterprises, Bogra","West Bengal",Bardhaman,India,"N/536 BOGRA CHATTI National Highway 2 Paschim Burdwan. , Bogra, Bardhaman- 713332",7,23.663888,87.057978,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1228,"TC Motors, Domjur","West Bengal",Howrah,India,"NH 16, Salap More, near Kolkata West International City, Domjur, Howrah, West Bengal 711403",7,22.614383,88.273187,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1229,"Orange Auto, Erragadda",Telangana,Hyderabad,India,"8-3-165, Beside Gokul Theatre, Erragadda, Hyderabad u00e2u0080u0093 500018",7,17.454398,78.434575,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1230,"Orange Auto, Karkhana",Telangana,Hyderabad,India,"Plot No 54, Gayatri Westend Kakaguda, Karkhana, Secunderabad - 500015",7,17.45848,78.5,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1231,"KRAFT AUTO, Bokaro Industrial Area",Jharkhand,Bokaro,India,"Plot no.- II/A 88, Phase - II,Bokaro Industrial Area,Bokaro - Jharkhand 827014",7,23.66473,86.073024,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1232,"IOCL COCO Palayamputhur, Palyampudur","Tamil Nadu",Palyampudur,India,"Dharmapuri Main Road, Palayampudur, Tamil Nadu 636807",7,12.0243727,78.0979115,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1233,"Four Points By Sheraton Hotel, Nagar Road",Maharashtra,Pune,India,"5th Milestone, Nagar Road, Pune - 411014",7,18.562826,73.922392,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1234,"IOCL - Ruchika Service Station, Mayur Vihar","Delhi NCR",Delhi,India,"KONDLI GHARAOLI,  MAYUR VIHAR PH-III NEW DELHI-110096",7,28.6034988,77.3354221,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1235,"IOCL Laxmi Narayan Petroleum, Changodar",Gujarat,Changodar,India,"National Highway 8A, Changodar, Gujarat 382210",7,22.9378139,72.455668,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1236,"IOCL Om Petroleum, Kamod",Gujarat,Kamod,India,"Kamod, Gujarat 382427",7,22.9247437,72.5434955,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1237,"IOCL Omkar Petroleum, Subhanpura",Gujarat,Vadodara,India,"High Tension Rd, Subhanpura, Vadodara, Gujarat 390023",7,22.3216986,73.154986,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1238,"Hotel Mamalla","West Bengal",Siliguri,India,"Reliance Industrial Consortium Ltd. NH 31 Baniakhari, Kusumnagar Landmark, beside Barsana Hotel, Matigara, Siliguri, West Bengal 734010",7,26.729623,88.373903,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1239,"Hotel Mamalla Heritage, Fisherman Colony","Tamil Nadu",Mahabalipuram,India,"104 east raja street, Mahabalipuram, Tamil Nadu 603104",7,12.61860448,80.19400597,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1240,"Mahati Industries limited, Shankar Sheth Road",Maharashtra,Pune,India,"32/33, Shankar Sheth Road, B/H S T Workshop, Shankar Sheth Road, Pune, Maharashtra-411037",7,18.4995583,73.8685639,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1241,"Blue Moon Highway Restaurant, Bangalore-Hyderabad Highway","Andhra Pradesh",Anantapuram,India,"NH 44; Bangalore - Hyderabad  highway, 116/1B, Midthuru, Peddavaduguru, Anantapuram, Andhra Pradesh 515405",7,15.02395,77.620628,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1242,"Dion Automotives, Ankuli Bye Pass Road",Odisha,Berhampur,India,"Ankuli Bye Pass Road, Berhampur, Ganjam Dist ODISHA 760010",7,19.298988,84.831762,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1243,"Shyam Automotive, AB Road","Madhya Pradesh",Indore,India,"A B Road, Before Emerald Heights School, Indore, Madhya Pradesh 453331",7,22.6520302,75.821321,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1244,"Aavas Hotels & Resorts, NH 16 Velampalli","Andhra Pradesh",Ongole,India,"NH 16, Vijayawada - Nellore Hwy, Vellampalli (Maddipadu) Ongole,  Andhra Pradesh u00e2u0080u0093 523211",7,15.6382976,80.0167529,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1245,"Sairam Automobiles, Light Industrial Area",Chhattisgarh,Khursipar,India," Zone III, Light Industrial Area, Khursipar, Chhattisgarh 490011",7,21.206036,81.3418606,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1246,"Pacific Mall, Netaji Subash Palace","Delhi NCR",Delhi,India,"Pitam Pura, New Delhi, Delhi 110034",7,28.6933409,77.1531325,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1247,"Tristar Auto Agencies, RK Beach Junction","Andhra Pradesh",Vizag,India,"Beside Kali Matha Mandhir, RK Beach Junction, Visakhapatnam-530002",7,17.71241304,83.3184811,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1248,"Zostel, Dandeghar",Maharashtra,Panchgani,India,"Panchgani, Wai, Main Road, Dandeghar, Maharashtra 412805",7,17.9335258,73.8158574,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1249,"Rama Automobiles, Patilwada",Maharashtra,Pune,India,"Ground Floor Pune Nasik Highway, Manchar, Shevawadi, behind Morde Food Product Company, Patilwada, Pune, Maharashtra 410503",7,18.99132729,73.94277954,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1250,"Hotel Temple View, Sai Nagar",Maharashtra,Shirdi,India,"Sai Murali Complex, Manmad Rd, opp. Sai Temple Nagar, Sai Nagar, Shirdi, Maharashtra 423109",7,19.7650352,74.4754592,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1251,"Oberoi Mall, Goregaon",Maharashtra,Mumbai,India,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",7,19.1737611,72.8600172,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1252,"Oberoi Mall, Goregaon",Maharashtra,Mumbai,India,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",7,19.1737611,72.8600172,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1253,"Daspalla Hotels, Suryabagh","Andhra Pradesh",Vizag,India,"Hotel Daspalla Visakhapatnam, 28-2-48, Suryabagh, Jagadamba Junction,A P 530020",7,17.7105539,83.3008275,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1254,"Hotel Greenland Towers, NH 6 & 16","West Bengal",Rupnarayanpur,India,"NH 6&16, Industrial Area, Rupnarayanpur, West Bengal 721301",7,22.380721,87.365968,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1255,"Trupti Enterprises, Bhagabanpur Industrial Area",Odisha,Bhubaneswar,India,"IDCO, Plot No 16, 17, 32&33 Bhagabanpur Industrial Area, Bhubaneswar, Odisha 751019",7,20.238165,85.756643,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1256,"TDI Business Centre, Mohali",PUNJAB,Mohali,India,"TDI Business Centre, Sector 118, TDI City, Mohali - 160055",7,30.7366917,76.6803752,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1257,"Shree Balaji Autowheels, Moradabad","Uttar Pradesh",Moradabad,India,"Ground Floor, Delhi Rd, opposite Circuit House, Majhola, Moradabad, Uttar Pradesh 244001",7,28.828917,78.7328429,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1258,"IOCL - Tikri Gas, Delhi","Delhi NCR",Delhi,India,"Rohtak Road, Block C, Tyagi Vihar, Ghevra, Delhi, 110072",7,28.6868847,76.9849286,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1259,"Manickbag automobiles, Vidya Nagar",Karnataka,Hubli,India,"VIDYA NAGAR, DIST : Hubli, Karnataka 580031",7,15.369541,75.119095,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1260,"Sonaee Veg Family Restaurant, Pune-Solapur Highway",Maharashtra,"Uruli Kanchan",India,"National Highway 65 Yavat, Uruli Kanchan, Maharashtra 412202",7,18.487405,74.146125,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1261,"IOCL - Hemkund, Pasonda","Uttar Pradesh",Ghaziabad,India,"Khasra No 1746/2,Village u00e2u0080u0093 Pasonda,Tehsil- Sadar,Dist u00e2u0080u0093 Ghaziabad-201005",7,28.6765653,77.341822,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1262,"The Grand Legacy, Panchgani-Mahabaleshwar Road",Maharashtra,Mahabaleshwar,India,"Panchgani-Mahabaleshwar Road, Post. Met-Gutad, behind Saj Resort by Club Mahindra, Mahabaleshwar, Maharashtra 412806",7,17.92655754,73.69586565,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1263,"The Grand Legacy, Panchgani-Mahabaleshwar Road",Maharashtra,Mahabaleshwar,India,"Panchgani-Mahabaleshwar Road, Post. Met-Gutad, behind Saj Resort by Club Mahindra, Mahabaleshwar, Maharashtra 412806",7,17.92655754,73.69586565,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1264,"Morya Transport Terminus, MIDC Bhosari",Maharashtra,Pune,India,"Plot no BGP 109 Village MIDC Bhosari Taluka Haveli Pune 411026",7,18.621396,73.8384375,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1265,"The Gateway Hotel, Ambad",Maharashtra,Nashik,India,"Ambad, Nashik, Maharashtra-422010",7,19.9594519,73.7591054,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1266,"AB Infra Limited, old MIDC",Maharashtra,Latur,India,"Plot No- F-54, old MIDC, Latur- 413531",7,18.4159831,76.5356299,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1267,"Click Hotel, Rane Nagar",Maharashtra,Nashik,India,"904, Mumbai - Agra National Hwy, opposite Orchid International, Rane Nagar, Nashik, Maharashtra 422009",7,19.9625471,73.7652956,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1268,"Click Hotel, Cidco",Maharashtra,Aurangabad,India,"Phulambri - Sillod Rd, Hudco, Yadav Nagar, N 11, Cidco, Aurangabad, Maharashtra 431003",7,19.9116134,75.348291,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1269,"Aurangabad Smart City, Himayat Bagh",Maharashtra,Aurangabad,India,"V8VH+HMJ, Himayat Bagh, Aurangabad, Maharashtra 431004",7,19.8942375,75.3280838,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1270,"Navagauri Tyres, MIDC",Maharashtra,Baramati,India,"MIDC Baramati Plot No. 237, near Hindustan Cattle feed Baramati- 413133",7,18.206925,74.6085667,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1271,"MH | Nashik | Nashik | Car mall",Maharashtra,Maharashtra,India,"CAR MALL, Buddha Vihar, Pathardi Phata, Nashik, Maharashtra 422010",24,19.9519,73.7541,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1272,"MH | Nashik | Nashik | Car mall",Maharashtra,Maharashtra,India,"CAR MALL, Buddha Vihar, Pathardi Phata, Nashik, Maharashtra 422010",24,19.9519,73.7541,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1273,"Dion Automotives,Samantarpur",Odisha,Bhubaneswar,India,"Plot No 2175, 3766, Lewis Road, Samantarapur, Old Town, Bhubaneswar, Odisha 751002",7,20.227001,85.840966,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1274,"GUGNANI AUTOCARS, Pratap Nagari",Odisha,Cuttack,India,"PLOT NO- 785, PRATAP NAGARI, CUTTACK. State: ODISHA, Pin: 753011",7,20.40517,85.879782,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1275,"Gramps Auto, Bampada",Odisha,Balasore,India,"NH 16 (Old NH 5), Bampada, Balasore. State: ODISHA, Pin: 756056",7,21.497869,86.88961,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1276,"Lankeswari Motors, NH 6 - Gopalpalli Chowk",Odisha,Sambalpur,India,"National Hwy, 06, Near Gopalpalli Chowk, Sambalpur, Odisha 768006",7,21.498344,83.956558,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1277,"Lankeswari Motors, Hatpada",Odisha,Jeypore,India,"Plot No 576, 577 & 580 Hatpada, Jeypore, Odisha 764001",7,18.8580983,82.5899867,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1278,"Hotel Vivanta, Patrapada",Odisha,Bhubaneswar,India,"IDCO Plot No1/A,Bhagbanpur Industrial Estate, DN Square, Patrapada, Bhubhaneswar -751019",7,20.240856,86.758382,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1279,"DN Group Corporate Office, Nayapalli",Odisha,Bhubaneswar,India,"VIP-15, VIP Colony, IRC Village, Nayapalli, Bhubaneswar, Odisha 751015",7,20.296189,85.8040445,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1280,"GUGNANI AUTOCARS, Mancheswar Industrial Estate",Odisha,Bhubaneswar,India,"PLOT NO.-S, 3/48, Block C, Sector A, Mancheswar Industrial Estate, Bhubaneswar, Odisha 751010",7,20.3066647,85.8528189,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1281,"GUGNANI TYRES, Nayapalli",Odisha,Bhubaneswar,India,"uco bank, 1294, CRP - DAV Rd, Nilakantha Nagar, Nayapalli, Bhubaneswar, Odisha 751012",7,20.2854839,85.8093251,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1282,"Trupti Automotives, NH 16 - Manguli Chowk",Odisha,Cuttack,India,"NH16, Manguli Chowk, Odisha 754025",7,20.529316,85.949237,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1283,"Trupti Automotives, Mohammed Jamalpur",Odisha,Keonjhar,India,"Keonjhar - Ghatgaon - Panikoili Rd, Mohammed Jamalpur, Odisha 755015",7,20.9187324,86.2169827,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1284,"Trupti Automotives, Angul",Odisha,Angul,India,"NH 55, TELCO CHOWK, NUAHATA, Banarpal, Angul, Odisha 759128",7,20.8317557,85.2416603,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1285,"Trupti Automotives, NH 53 - Duburi",Odisha,Kalinganagar,India,"Duburi, Kalinga Nagar Tata Steel Area, Odisha- 755026",7,20.9502562,85.989753,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1286,"CSM Technologies, Khorda",Odisha,Bhubaneswar,India,"E/56, Infocity, Chandrasekharpur Industrial Area, Khorda, Bhubaneswar, Odisha-751024",7,20.3395267,85.80065,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1287,"CSM Technologies, Acharya Vihar",Odisha,Bhubaneswar,India,"OCAC(Odisha Computer Application Centre) Building, Plot No N-1/7-D, Acharya Vihar, Khorda, Bhubaneswar, Odisha-751013",7,20.2996381,85.8309336,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1288,"Samal Equip, Nuahata",Odisha,Angul,India,"Nuahata, Odisha 759128",7,20.832862,85.2382584,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1289,"Ginger Hotel, Nayapalli",Odisha,Bhubaneswar,India,"Ginger Hotel Bhubaneshwar Opp. Nalco Headquarter,Jayadev Vihar, Nayapalli, Bhubaneshwar 751013",7,20.30,85.82,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1290,"IOCL - MC2, Industrial Area II",PUNJAB,Chandigarh,India,"Indian OIL - MC 2 , Industrial area Phase-II MC Site, CHANDIGARH TOZIRAKPUR ROAD AT INDUSTRIAL AREA, PHASE-II, CHANDIGARH (U.T.), Chandigarh, PIN: 160002",7,30.69649,76.79662,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1291,"Holiday Villa, Poladpur Road",Maharashtra,Pune,India,"T-163, MIDC Bhosari, Pune, MIDC, Bhosari, Pimpri-Chinchwad, Piune-411026",7,18.6209574,73.8299842,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1292,"FPL Vehicles, Ariyankuppam",Puducherry,Puducherry,India,"No.1 Cuddalore, Puducherry ECR Main Road , Ariyankuppam , Puducherry-605007",7,11.8945141,79.8026819,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1293,"MG MOHALI SECTOR 82",PUNJAB,MOHALI,India,"MG MOHALI,PLOT NO 3,JANATA INDUSTRIAL ESTATE SECTOR 82,SAS NAGAR,MOHALI,PUNAB,PUNJAB,160082 MOHALI",20,30.661356,76.731482,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1294,"Gitansh Motors, GT Road Jugiana",PUNJAB,Ludhiana,India,"GT Road Jugiana,adjoining indian oil petrol pump,ludhiana-141010",7,30.857873,75.936632,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1295,"RSA Motors, Industrial Area II",PUNJAB,Chandigarh,India,"Plot No.40, Industrial Area, Phase II, chandigarh - 160002",7,30.6990516,76.7855313,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1296,"IOCL - COCO IT Park, Bhagwanpura",PUNJAB,Chandigarh,India,"IT HABITAT, Rajiv Gandhi Chandigarh Technology Park, Bhagwanpura, Chandigarh- 160101",7,30.731143,76.836682,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1297,"IOCL - COCO 65, Sec -65",PUNJAB,Mohali,India,"631 A, Sector 65, Sahibzada Ajit Singh Nagar, Punjab-160062",7,30.679836,76.746633,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1298,"Dada Motors, Heera Singh Nagar",PUNJAB,Ludhiana,India,"Heera Singh Nagar, Jalandhar Bye Pass, Ludhiana-141008",7,30.9491373,75.826643,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1299,"One Earth Avaas, Amritsar",Punjab,Amritsar,India,"One Earth Avaas, BBK DAV College,12 Lawrence Road, Dayanand Nagar, Amritsar, Punjab -143001",7,31.6461759,74.878269,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1300,"Shiv Shanker Motors, Hukumpet",Rajahmundry,Rajahmundry,India,"110-4-7, NH 16 Hukumpet, Aditya Nagar, Bommuru, Rajahmundry-533103",7,16.9833296,81.7980427,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1301,"GPS Automobiles, Tonk Road",Rajasthan,Jaipur,India,"Plot No. 2& 3/4, Choudhary Charan Singh Colony, Tonk Road, Jaipur, 302029",7,26.833144,75.7951,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1302,"Chambal Motors, Madri Industrial Area",Rajasthan,Udaipur,India,"CP-6/CP-7, Madri Industrial Area - 313001",7,24.574885,73.746285,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1303,"GPS Automobile, Parbatpura",Rajasthan,Ajmer,India,"G.P.S. Automobiles pvt. Ltd. ; Jaipur Ajmer express highway near municipal trenching ground Parbatpura Ajmer- 305002",7,26.4267566,74.6819745,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
